PRODUCTID	PRODUCTNAME	PRODUCTGROUPCODE	PRODUCTGROUPNAME	INSTOCKFLAG	FULLPRICE
12379		AR	ARTWORK	Y	340
12380		AR	ARTWORK	Y	375
12381		AR	ARTWORK	Y	540
12382		AR	ARTWORK	Y	495
12383		AR	ARTWORK	Y	745
12384		AR	ARTWORK	Y	340
12385		AR	ARTWORK	Y	375
12386		AR	ARTWORK	Y	540
12387		AR	ARTWORK	Y	195
12388		AR	ARTWORK	Y	445
12389		AR	ARTWORK	Y	640
12390		AR	ARTWORK	Y	495
12391		AR	ARTWORK	Y	340
12392		AR	ARTWORK	Y	375
12393		AR	ARTWORK	Y	675
12394		AR	ARTWORK	Y	840
12395		AR	ARTWORK	Y	540
12396		AR	ARTWORK	Y	1100
12397		AR	ARTWORK	Y	1245
12398		AR	ARTWORK	N	1245
12399		AR	ARTWORK	Y	495
12400		AR	ARTWORK	Y	990
12401		AR	ARTWORK	Y	1245
12402		AR	ARTWORK	Y	195
12403		AR	ARTWORK	Y	657
12404		AR	ARTWORK	Y	175
12405		AR	ARTWORK	Y	175
12406		AR	ARTWORK	Y	445
12407		AR	ARTWORK	Y	337
12408		AR	ARTWORK	Y	540
12409		AR	ARTWORK	Y	195
12410		AR	ARTWORK	Y	340
12411		AR	ARTWORK	Y	281
12412		AR	ARTWORK	Y	195
12413		AR	ARTWORK	Y	340
12414		AR	ARTWORK	Y	175
12415		AR	ARTWORK	Y	306
12416		AR	ARTWORK	Y	375
12417		AR	ARTWORK	Y	156
12418		AR	ARTWORK	Y	596
12419		AR	ARTWORK	Y	272
12420		AR	ARTWORK	Y	306
12421		AR	ARTWORK	Y	375
12422		AR	ARTWORK	Y	690
12423		AR	ARTWORK	Y	195
12424		AR	ARTWORK	Y	306
12425		AR	ARTWORK	Y	540
12426		AR	ARTWORK	Y	195
12427		AR	ARTWORK	Y	840
12428		AR	ARTWORK	Y	340
12429		AR	ARTWORK	Y	375
12430		AR	ARTWORK	Y	195
12431		AR	ARTWORK	Y	195
12432		AR	ARTWORK	Y	337
12433		AR	ARTWORK	Y	195
12434		AR	ARTWORK	Y	175
12435		AR	ARTWORK	Y	306
12436		AR	ARTWORK	Y	745
12437		AR	ARTWORK	Y	340
12438		AR	ARTWORK	Y	337
12439		AR	ARTWORK	Y	195
12440		AR	ARTWORK	Y	306
12441		AR	ARTWORK	Y	195
12442		AR	ARTWORK	Y	340
12443		AR	ARTWORK	Y	195
12444		AR	ARTWORK	Y	340
12445		AR	ARTWORK	Y	146
12446		AR	ARTWORK	Y	195
12447		AR	ARTWORK	Y	340
12448		AR	ARTWORK	Y	195
12449		AR	ARTWORK	Y	340
12450		AR	ARTWORK	Y	306
12451		AR	ARTWORK	Y	195
12452		AR	ARTWORK	Y	445
12453		AR	ARTWORK	Y	340
12454		AR	ARTWORK	Y	540
12455		AR	ARTWORK	Y	195
12456		AR	ARTWORK	Y	306
12457		AR	ARTWORK	Y	195
12458		AR	ARTWORK	Y	670
12459		AR	ARTWORK	Y	340
12460		AR	ARTWORK	Y	337
12461		AR	ARTWORK	Y	540
12462		AR	ARTWORK	Y	175
12463		AR	ARTWORK	Y	375
12464		AR	ARTWORK	Y	195
12465		AR	ARTWORK	Y	306
12466		AR	ARTWORK	Y	375
12467		AR	ARTWORK	Y	175
12468		AR	ARTWORK	Y	745
12469		AR	ARTWORK	Y	195
12470		AR	ARTWORK	Y	337
12471		AR	ARTWORK	Y	195
12472		AR	ARTWORK	Y	375
12473		AR	ARTWORK	Y	195
12474		AR	ARTWORK	Y	468
12475		AR	ARTWORK	Y	675
12476		AR	ARTWORK	Y	486
12477		AR	ARTWORK	N	125
12478		AR	ARTWORK	N	365
12479		BK	BOOK	N	11
12480		BK	BOOK	N	16
12481		BK	BOOK	N	16
12482		BK	BOOK	N	25
12483		BK	BOOK	N	26
12484		GA	GAME	Y	37
12485		GA	GAME	Y	9
12486		GA	GAME	Y	6
12487		BK	BOOK	N	27
12488		BK	BOOK	N	17
12489		BK	BOOK	N	34
12490		BK	BOOK	N	17
12491		BK	BOOK	N	14
12492		BK	BOOK	N	25
12493		#N	#N/A	Y	0
12494		BK	BOOK	Y	15
12495		BK	BOOK	Y	35
12496		GA	GAME	Y	10
12497		GA	GAME	Y	9
12498		BK	BOOK	N	15
12499		BK	BOOK	N	35
12500		BK	BOOK	N	18
12501		AR	ARTWORK	N	19
12502		BK	BOOK	Y	40
12503		GA	GAME	Y	10
12504		BK	BOOK	N	47
12505		FR	FREEBIE	Y	0
12506		FR	FREEBIE	Y	0
12507		FR	FREEBIE	N	0
12508		GA	GAME	N	12
12509		GA	GAME	Y	14
12510		AP	APPAREL	Y	32
12511		AR	ARTWORK	N	29
12512		AR	ARTWORK	Y	12
12513		AR	ARTWORK	Y	345
12514		AR	ARTWORK	Y	195
12515		AR	ARTWORK	Y	495
12516		AR	ARTWORK	Y	640
12517		AR	ARTWORK	Y	495
12518		AR	ARTWORK	Y	675
12519		AR	ARTWORK	Y	745
12520		AR	ARTWORK	Y	340
12521		AR	ARTWORK	Y	1150
12522		AR	ARTWORK	Y	375
12523		AR	ARTWORK	Y	840
12524		AR	ARTWORK	Y	486
12525		AR	ARTWORK	Y	175
12526		AR	ARTWORK	Y	340
12527		AR	ARTWORK	Y	337
12528		AR	ARTWORK	Y	486
12529		AR	ARTWORK	Y	272
12530		AR	ARTWORK	Y	495
12531		AR	ARTWORK	Y	195
12532		AR	ARTWORK	Y	432
12533		AR	ARTWORK	Y	495
12534		AR	ARTWORK	Y	640
12535		AR	ARTWORK	Y	195
12536		AR	ARTWORK	Y	495
12537		AR	ARTWORK	Y	640
12538		AR	ARTWORK	Y	340
12539		AR	ARTWORK	Y	375
12540		AR	ARTWORK	Y	840
12541		AR	ARTWORK	Y	540
12542		AR	ARTWORK	Y	195
12543		AR	ARTWORK	Y	340
12544		AR	ARTWORK	Y	375
12545		AR	ARTWORK	Y	840
12546		AR	ARTWORK	Y	146
12547		AR	ARTWORK	Y	540
12548		AR	ARTWORK	Y	306
12549		AR	ARTWORK	Y	540
12550		AR	ARTWORK	Y	195
12551		AR	ARTWORK	Y	340
12552		AR	ARTWORK	Y	375
12553		AR	ARTWORK	Y	486
12554		AR	ARTWORK	Y	195
12555		AR	ARTWORK	Y	195
12556		AR	ARTWORK	Y	340
12557		AR	ARTWORK	Y	195
12558		AR	ARTWORK	Y	340
12559		AR	ARTWORK	Y	306
12560		AR	ARTWORK	Y	195
12561		AR	ARTWORK	Y	657
12562		AR	ARTWORK	Y	337
12563		AR	ARTWORK	Y	306
12564		AR	ARTWORK	Y	156
12565		AR	ARTWORK	Y	340
12566		AR	ARTWORK	Y	375
12567		AR	ARTWORK	Y	195
12568		AR	ARTWORK	Y	495
12569		AR	ARTWORK	Y	316
12570		AR	ARTWORK	Y	195
12571		AR	ARTWORK	Y	340
12572		AR	ARTWORK	Y	195
12573		AR	ARTWORK	Y	306
12574		AR	ARTWORK	Y	175
12575		AR	ARTWORK	Y	195
12576		AR	ARTWORK	Y	340
12577		AR	ARTWORK	Y	375
12578		AR	ARTWORK	Y	486
12579		AR	ARTWORK	Y	195
12580		AR	ARTWORK	Y	745
12581		AR	ARTWORK	Y	340
12582		AR	ARTWORK	Y	540
12583		AR	ARTWORK	Y	495
12584		AR	ARTWORK	Y	486
12585		AR	ARTWORK	Y	175
12586		AR	ARTWORK	Y	195
12587		AR	ARTWORK	Y	745
12588		AR	ARTWORK	Y	175
12589		AR	ARTWORK	Y	340
12590		AR	ARTWORK	Y	337
12591		AR	ARTWORK	Y	340
12592		AR	ARTWORK	Y	195
12593		AR	ARTWORK	Y	445
12594		AR	ARTWORK	Y	306
12595		AR	ARTWORK	Y	195
12596		AR	ARTWORK	Y	745
12597		AR	ARTWORK	Y	195
12598		AR	ARTWORK	Y	445
12599		AR	ARTWORK	Y	306
12600		AR	ARTWORK	Y	337
12601		AR	ARTWORK	Y	175
12602		AR	ARTWORK	Y	195
12603		AR	ARTWORK	Y	306
12604		AR	ARTWORK	Y	540
12605		AR	ARTWORK	Y	195
12606		AR	ARTWORK	Y	340
12607		AR	ARTWORK	Y	375
12608		AR	ARTWORK	Y	340
12609		AR	ARTWORK	Y	486
12610		AR	ARTWORK	Y	195
12611		AR	ARTWORK	Y	745
12612		AR	ARTWORK	Y	340
12613		AR	ARTWORK	Y	175
12614		AR	ARTWORK	Y	306
12615		AR	ARTWORK	Y	540
12616		AR	ARTWORK	Y	174
12617		AR	ARTWORK	Y	340
12618		AR	ARTWORK	Y	195
12619		AR	ARTWORK	Y	306
12620		AR	ARTWORK	Y	540
12621		AR	ARTWORK	Y	195
12622		AR	ARTWORK	Y	340
12623		AR	ARTWORK	Y	195
12624		AR	ARTWORK	Y	745
12625		AR	ARTWORK	Y	337
12626		AR	ARTWORK	Y	495
12627		AR	ARTWORK	Y	175
12628		AR	ARTWORK	Y	340
12629		AR	ARTWORK	Y	375
12630		AR	ARTWORK	Y	337
12631		AR	ARTWORK	Y	195
12632		AR	ARTWORK	Y	175
12633		AR	ARTWORK	N	175
12634		AR	ARTWORK	N	670
12635		AR	ARTWORK	N	306
12636		AR	ARTWORK	N	375
12637		AR	ARTWORK	N	540
12638		AR	ARTWORK	Y	195
12639		AR	ARTWORK	Y	745
12640		AR	ARTWORK	Y	306
12641		AR	ARTWORK	Y	540
12642		AR	ARTWORK	Y	175
12643		AR	ARTWORK	Y	375
12644		AR	ARTWORK	Y	540
12645		AR	ARTWORK	Y	175
12646		AR	ARTWORK	Y	375
12647		AR	ARTWORK	Y	195
12648		AR	ARTWORK	Y	255
12649		AR	ARTWORK	Y	375
12650		AR	ARTWORK	Y	485
12651		AR	ARTWORK	Y	156
12652		AR	ARTWORK	Y	340
12653		AR	ARTWORK	Y	195
12654		AR	ARTWORK	Y	745
12655		AR	ARTWORK	Y	195
12656		AR	ARTWORK	Y	340
12657		AR	ARTWORK	Y	281
12658		AR	ARTWORK	Y	174
12659		AR	ARTWORK	Y	195
12660		AR	ARTWORK	Y	495
12661		AR	ARTWORK	Y	745
12662		AR	ARTWORK	Y	340
12663		AR	ARTWORK	Y	375
12664		AR	ARTWORK	Y	195
12665		AR	ARTWORK	Y	340
12666		AR	ARTWORK	Y	337
12667		AR	ARTWORK	Y	195
12668		AR	ARTWORK	Y	745
12669		AR	ARTWORK	Y	375
12670		AR	ARTWORK	Y	745
12671		AR	ARTWORK	Y	195
12672		AR	ARTWORK	Y	340
12673		AR	ARTWORK	Y	175
12674		AR	ARTWORK	Y	306
12675		AR	ARTWORK	Y	486
12676		AR	ARTWORK	Y	195
12677		AR	ARTWORK	Y	745
12678		AR	ARTWORK	Y	160
12679		AR	ARTWORK	Y	306
12680		AR	ARTWORK	Y	375
12681		AR	ARTWORK	Y	195
12682		AR	ARTWORK	Y	306
12683		AR	ARTWORK	Y	540
12684		AR	ARTWORK	Y	195
12685		AR	ARTWORK	Y	445
12686		AR	ARTWORK	N	1045
12687		AR	ARTWORK	Y	175
12688		AR	ARTWORK	Y	340
12689		AR	ARTWORK	Y	156
12690		AR	ARTWORK	Y	306
12691		AR	ARTWORK	Y	195
12692		AR	ARTWORK	Y	340
12693		AR	ARTWORK	Y	195
12694		AR	ARTWORK	Y	375
12695		AR	ARTWORK	Y	195
12696		AR	ARTWORK	Y	340
12697		AR	ARTWORK	Y	375
12698		AR	ARTWORK	Y	195
12699		AR	ARTWORK	Y	495
12700		AR	ARTWORK	Y	340
12701		AR	ARTWORK	Y	486
12702		AR	ARTWORK	Y	272
12703		AR	ARTWORK	Y	337
12704		AR	ARTWORK	Y	445
12705		AR	ARTWORK	Y	195
12706		AR	ARTWORK	Y	340
12707		AR	ARTWORK	Y	540
12708		AR	ARTWORK	Y	195
12709		AR	ARTWORK	Y	445
12710		AR	ARTWORK	Y	340
12711		AR	ARTWORK	Y	447
12712		AR	ARTWORK	Y	513
12713		AR	ARTWORK	Y	195
12714		AR	ARTWORK	Y	306
12715		AR	ARTWORK	Y	195
12716		AR	ARTWORK	Y	306
12717		AR	ARTWORK	Y	195
12718		AR	ARTWORK	Y	195
12719		AR	ARTWORK	Y	340
12720		AR	ARTWORK	Y	375
12721		AR	ARTWORK	Y	195
12722		AR	ARTWORK	Y	340
12723		AR	ARTWORK	Y	375
12724		AR	ARTWORK	Y	195
12725		AR	ARTWORK	Y	340
12726		AR	ARTWORK	Y	175
12727		AR	ARTWORK	Y	375
12728		AR	ARTWORK	Y	195
12729		AR	ARTWORK	Y	175
12730		AR	ARTWORK	Y	195
12731		AR	ARTWORK	Y	340
12732		AR	ARTWORK	Y	175
12733		AR	ARTWORK	Y	306
12734		AR	ARTWORK	Y	486
12735		AR	ARTWORK	Y	195
12736		AR	ARTWORK	Y	116
12737		AR	ARTWORK	Y	195
12738		AR	ARTWORK	Y	488
12739		AR	ARTWORK	Y	195
12740		AR	ARTWORK	Y	340
12741		AR	ARTWORK	Y	175
12742		AR	ARTWORK	N	306
12743		AR	ARTWORK	N	540
12744		AR	ARTWORK	Y	195
12745		AR	ARTWORK	Y	445
12746		AR	ARTWORK	Y	340
12747		AR	ARTWORK	Y	375
12748		AR	ARTWORK	Y	540
12749		AR	ARTWORK	Y	195
12750		AR	ARTWORK	Y	445
12751		AR	ARTWORK	Y	340
12752		AR	ARTWORK	Y	337
12753		AR	ARTWORK	Y	540
12754		AR	ARTWORK	Y	195
12755		AR	ARTWORK	Y	745
12756		AR	ARTWORK	Y	445
12757		AR	ARTWORK	Y	670
12758		AR	ARTWORK	Y	250
12759		AR	ARTWORK	Y	229
12760		AR	ARTWORK	Y	250
12761		AR	ARTWORK	Y	355
12762		AR	ARTWORK	Y	337
12763		AR	ARTWORK	Y	486
12764		AR	ARTWORK	Y	250
12765		AR	ARTWORK	Y	395
12766		AR	ARTWORK	Y	375
12767		AR	ARTWORK	Y	540
12768		AR	ARTWORK	Y	250
12769		AR	ARTWORK	Y	395
12770		AR	ARTWORK	Y	375
12771		AR	ARTWORK	Y	540
12772		AR	ARTWORK	Y	250
12773		AR	ARTWORK	Y	355
12774		AR	ARTWORK	Y	375
12775		AR	ARTWORK	Y	486
12776		AR	ARTWORK	Y	250
12777		AR	ARTWORK	Y	395
12778		AR	ARTWORK	Y	337
12779		AR	ARTWORK	Y	540
12780		AR	ARTWORK	Y	250
12781		AR	ARTWORK	Y	395
12782		AR	ARTWORK	Y	337
12783		AR	ARTWORK	Y	486
12784		AR	ARTWORK	Y	250
12785		AR	ARTWORK	Y	355
12786		AR	ARTWORK	Y	250
12787		AR	ARTWORK	Y	355
12788		AR	ARTWORK	Y	250
12789		AR	ARTWORK	Y	395
12790		AR	ARTWORK	Y	375
12791		AR	ARTWORK	Y	540
12792		AR	ARTWORK	Y	250
12793		AR	ARTWORK	Y	395
12794		AR	ARTWORK	Y	319
12795		AR	ARTWORK	Y	540
12796		AR	ARTWORK	N	250
12797		AR	ARTWORK	Y	395
12798		AR	ARTWORK	Y	375
12799		AR	ARTWORK	Y	540
12800		AR	ARTWORK	Y	395
12801		AR	ARTWORK	Y	540
12802		BK	BOOK	Y	26
12803		GA	GAME	Y	6
12804		GA	GAME	Y	6
12805		BK	BOOK	Y	49
12806		GA	GAME	Y	9
12807		GA	GAME	Y	11
12808		BK	BOOK	Y	16
12809		BK	BOOK	Y	14
12810		BK	BOOK	Y	30
12811		GA	GAME	Y	11
12812		GA	GAME	Y	12
12813		GA	GAME	Y	6
12814		BK	BOOK	Y	35
12815		GA	GAME	Y	11
12816		GA	GAME	Y	9
12817		BK	BOOK	Y	49
12818		FR	FREEBIE	Y	0
12819		FR	FREEBIE	N	0
12820		FR	FREEBIE	N	0
12821		FR	FREEBIE	Y	0
12822		BK	BOOK	Y	9
12823		OT	OTHER	Y	29
12824		OT	OTHER	Y	29
12825		AR	ARTWORK	Y	89
12826		AR	ARTWORK	Y	179
12827		BK	BOOK	Y	9
12828		OT	OTHER	Y	34
12829		OT	OTHER	Y	49
12830		GA	GAME	Y	99
12831		AP	APPAREL	N	34
12832		AP	APPAREL	N	34
12833		AP	APPAREL	N	34
12834		AP	APPAREL	N	34
12835		AP	APPAREL	N	34
12836		AP	APPAREL	N	34
12837		AP	APPAREL	N	34
12838		OT	OTHER	Y	49
12839		OT	OTHER	Y	17
12840		OT	OTHER	Y	9
12841		OT	OTHER	Y	9
12842		AP	APPAREL	Y	29
12843		AP	APPAREL	Y	29
12844		AP	APPAREL	Y	29
12845		AP	APPAREL	N	29
12846		AP	APPAREL	Y	29
12847		OC	OCCASION	Y	38
12848		OC	OCCASION	Y	25
12849		OC	OCCASION	Y	25
12850		OC	OCCASION	Y	25
12851		OC	OCCASION	Y	25
12852		OC	OCCASION	Y	47
12853		AR	ARTWORK	Y	337
12854		AR	ARTWORK	Y	195
12855		AR	ARTWORK	Y	306
12856		AR	ARTWORK	Y	306
12857		AR	ARTWORK	Y	195
12858		AR	ARTWORK	Y	195
12859		AR	ARTWORK	Y	195
12860		AR	ARTWORK	Y	340
12861		AR	ARTWORK	Y	337
12862		AR	ARTWORK	Y	486
12863		AR	ARTWORK	Y	195
12864		AR	ARTWORK	Y	340
12865		AR	ARTWORK	Y	540
12866		AR	ARTWORK	Y	195
12867		AR	ARTWORK	Y	495
12868		AR	ARTWORK	Y	745
12869		AR	ARTWORK	Y	340
12870		AR	ARTWORK	Y	337
12871		AR	ARTWORK	Y	486
12872		AR	ARTWORK	Y	340
12873		AR	ARTWORK	Y	340
12874		AR	ARTWORK	Y	195
12875		AR	ARTWORK	Y	340
12876		AR	ARTWORK	Y	195
12877		AR	ARTWORK	Y	195
12878		AR	ARTWORK	Y	495
12879		AR	ARTWORK	Y	745
12880		AR	ARTWORK	Y	842
12881		AR	ARTWORK	Y	337
12882		AR	ARTWORK	Y	540
12883		AR	ARTWORK	Y	375
12884		AR	ARTWORK	Y	195
12885		AR	ARTWORK	Y	745
12886		AR	ARTWORK	Y	340
12887		AR	ARTWORK	Y	175
12888		AR	ARTWORK	Y	420
12889		AR	ARTWORK	Y	670
12890		AR	ARTWORK	Y	670
12891		AR	ARTWORK	Y	495
12892		AR	ARTWORK	Y	745
12893		AR	ARTWORK	Y	415
12894		AR	ARTWORK	Y	375
12895		AR	ARTWORK	Y	375
12896		AR	ARTWORK	Y	337
12897		AR	ARTWORK	Y	745
12898		AR	ARTWORK	Y	337
12899		AR	ARTWORK	Y	540
12900		AR	ARTWORK	Y	745
12901		AR	ARTWORK	Y	337
12902		AR	ARTWORK	Y	540
12903		AR	ARTWORK	Y	540
12904		AR	ARTWORK	Y	375
12905		AR	ARTWORK	Y	540
12906		AR	ARTWORK	Y	375
12907		AR	ARTWORK	Y	195
12908		AR	ARTWORK	Y	745
12909		AR	ARTWORK	Y	340
12910		AR	ARTWORK	Y	375
12911		AR	ARTWORK	Y	540
12912		AR	ARTWORK	Y	195
12913		AR	ARTWORK	Y	745
12914		AR	ARTWORK	Y	375
12915		AR	ARTWORK	Y	195
12916		AR	ARTWORK	Y	445
12917		AR	ARTWORK	Y	745
12918		AR	ARTWORK	Y	340
12919		AR	ARTWORK	Y	175
12920		AR	ARTWORK	Y	445
12921		AR	ARTWORK	Y	670
12922		AR	ARTWORK	Y	340
12923		AR	ARTWORK	Y	337
12924		AR	ARTWORK	Y	486
12925		AR	ARTWORK	Y	195
12926		AR	ARTWORK	Y	745
12927		AR	ARTWORK	Y	340
12928		AR	ARTWORK	Y	337
12929		AR	ARTWORK	Y	540
12930		AR	ARTWORK	Y	175
12931		AR	ARTWORK	Y	306
12932		AR	ARTWORK	Y	486
12933		AR	ARTWORK	Y	495
12934		AR	ARTWORK	Y	306
12935		AR	ARTWORK	Y	195
12936		AR	ARTWORK	Y	540
12937		AR	ARTWORK	Y	195
12938		AR	ARTWORK	Y	195
12939		AR	ARTWORK	Y	495
12940		AR	ARTWORK	Y	340
12941		AR	ARTWORK	Y	195
12942		AR	ARTWORK	Y	340
12943		AR	ARTWORK	Y	337
12944		AR	ARTWORK	Y	488
12945		AR	ARTWORK	Y	340
12946		AR	ARTWORK	Y	486
12947		AR	ARTWORK	Y	54
12948		BK	BOOK	Y	65
12949		CA	CALENDAR	Y	20
12950		BK	BOOK	Y	45
12951		FR	FREEBIE	N	0
12952		AP	APPAREL	Y	19
12953		OT	OTHER	Y	29
12954		AR	ARTWORK	Y	600
12955		AR	ARTWORK	Y	600
12956		AR	ARTWORK	Y	805
12957		AR	ARTWORK	Y	670
12958		AR	ARTWORK	Y	600
12959		AR	ARTWORK	Y	1145
12960		AR	ARTWORK	Y	250
12961		AR	ARTWORK	Y	395
12962		AR	ARTWORK	Y	495
12963		AR	ARTWORK	Y	913
12964		AR	ARTWORK	Y	795
12965		AR	ARTWORK	Y	195
12966		AR	ARTWORK	Y	462
12967		AR	ARTWORK	Y	340
12968		AR	ARTWORK	Y	195
12969		AR	ARTWORK	Y	495
12970		AR	ARTWORK	Y	745
12971		AR	ARTWORK	Y	340
12972		AR	ARTWORK	Y	540
12973		AR	ARTWORK	Y	195
12974		AR	ARTWORK	Y	495
12975		AR	ARTWORK	Y	495
12976		AR	ARTWORK	Y	745
12977		AR	ARTWORK	Y	340
12978		AR	ARTWORK	Y	337
12979		AR	ARTWORK	Y	675
12980		AR	ARTWORK	Y	756
12981		AR	ARTWORK	Y	488
12982		AR	ARTWORK	Y	195
12983		AR	ARTWORK	Y	576
12984		AR	ARTWORK	Y	964
12985		AR	ARTWORK	Y	340
12986		AR	ARTWORK	Y	375
12987		AR	ARTWORK	Y	495
12988		AR	ARTWORK	Y	670
12989		AR	ARTWORK	Y	670
12990		AR	ARTWORK	Y	745
12991		AR	ARTWORK	Y	745
12992		AR	ARTWORK	Y	670
12993		AR	ARTWORK	Y	745
12994		AR	ARTWORK	Y	503
12995		AR	ARTWORK	Y	462
12996		AR	ARTWORK	Y	745
12997		AR	ARTWORK	Y	745
12998		AR	ARTWORK	Y	495
12999		AR	ARTWORK	Y	745
13000		AR	ARTWORK	Y	670
13001		AR	ARTWORK	Y	445
13002		AR	ARTWORK	Y	670
13003		AR	ARTWORK	Y	1045
13004		AR	ARTWORK	Y	445
13005		AR	ARTWORK	Y	745
13006		AR	ARTWORK	Y	745
13007		AR	ARTWORK	Y	495
13008		AR	ARTWORK	Y	495
13009		AR	ARTWORK	Y	745
13010		AR	ARTWORK	Y	305
13011		AR	ARTWORK	Y	375
13012		AR	ARTWORK	Y	445
13013		AR	ARTWORK	Y	670
13014		AR	ARTWORK	Y	495
13015		AR	ARTWORK	Y	670
13016		AR	ARTWORK	Y	495
13017		BK	BOOK	Y	30
13018		AR	ARTWORK	Y	495
13019		AR	ARTWORK	Y	495
13020		AR	ARTWORK	Y	495
13021		AR	ARTWORK	Y	486
13022		AR	ARTWORK	Y	745
13023		CA	CALENDAR	Y	39
13024		CA	CALENDAR	Y	39
13025		AR	ARTWORK	Y	195
13026		AR	ARTWORK	Y	340
13027		AR	ARTWORK	Y	337
13028		AR	ARTWORK	Y	540
13029		AR	ARTWORK	N	272
13030		AR	ARTWORK	N	486
13031		AR	ARTWORK	N	330
13032		AR	ARTWORK	N	486
13033		BK	BOOK	Y	62
13034		AR	ARTWORK	Y	195
13035		AR	ARTWORK	Y	745
13036		AR	ARTWORK	Y	306
13037		AR	ARTWORK	Y	195
13038		AR	ARTWORK	Y	670
13039		AR	ARTWORK	Y	340
13040		AR	ARTWORK	Y	375
13041		AR	ARTWORK	Y	195
13042		AR	ARTWORK	Y	160
13043		AR	ARTWORK	Y	340
13044		AR	ARTWORK	Y	195
13045		AR	ARTWORK	Y	340
13046		AR	ARTWORK	Y	175
13047		AR	ARTWORK	Y	195
13048		AR	ARTWORK	Y	175
13049		AR	ARTWORK	Y	175
13050		AR	ARTWORK	Y	445
13051		AR	ARTWORK	Y	306
13052		AR	ARTWORK	Y	540
13053		AR	ARTWORK	Y	195
13054		AR	ARTWORK	Y	445
13055		AR	ARTWORK	Y	670
13056		AR	ARTWORK	Y	340
13057		AR	ARTWORK	Y	375
13058		AR	ARTWORK	Y	540
13059		AR	ARTWORK	Y	195
13060		AR	ARTWORK	Y	340
13061		AR	ARTWORK	Y	340
13062		AR	ARTWORK	Y	664
13063		AR	ARTWORK	Y	195
13064		AR	ARTWORK	Y	195
13065		AR	ARTWORK	Y	340
13066		AR	ARTWORK	Y	540
13067		AR	ARTWORK	Y	175
13068		AR	ARTWORK	Y	54
13069		AR	ARTWORK	Y	54
13070		AR	ARTWORK	Y	54
13071		AR	ARTWORK	Y	49
13072		AR	ARTWORK	Y	64
13073		AR	ARTWORK	Y	54
13074		BK	BOOK	Y	19
13075		BK	BOOK	Y	50
13076		BK	BOOK	Y	60
13077		AR	ARTWORK	Y	1150
13078		AR	ARTWORK	Y	1150
13079		AR	ARTWORK	Y	1150
13080		AR	ARTWORK	Y	1390
13081		AR	ARTWORK	Y	1035
13082		AR	ARTWORK	Y	1150
13083		AR	ARTWORK	Y	1150
13084		AR	ARTWORK	Y	1112
13085		AR	ARTWORK	Y	156
13086		AR	ARTWORK	Y	340
13087		AR	ARTWORK	Y	375
13088		AR	ARTWORK	Y	596
13089		AR	ARTWORK	Y	195
13090		AR	ARTWORK	Y	175
13091		AR	ARTWORK	Y	340
13092		AR	ARTWORK	Y	340
13093		AR	ARTWORK	Y	195
13094		AR	ARTWORK	Y	340
13095		AR	ARTWORK	Y	745
13096		AR	ARTWORK	Y	664
13097		AR	ARTWORK	Y	486
13098		AR	ARTWORK	Y	337
13099		BK	BOOK	Y	15
13100		BK	BOOK	Y	24
13101		BK	BOOK	Y	13
13102		GA	GAME	Y	6
13103		GA	GAME	Y	6
13104		GA	GAME	Y	9
13105		GA	GAME	Y	9
13106		GA	GAME	Y	11
13107		CA	CALENDAR	Y	12
13108		GA	GAME	Y	11
13109		CA	CALENDAR	Y	11
13110		GA	GAME	Y	9
13111		AR	ARTWORK	Y	306
13112		AR	ARTWORK	Y	195
13113		AR	ARTWORK	Y	340
13114		AR	ARTWORK	Y	337
13115		AR	ARTWORK	Y	306
13116		AR	ARTWORK	Y	375
13117		AR	ARTWORK	Y	195
13118		AR	ARTWORK	Y	306
13119		AR	ARTWORK	Y	375
13120		AR	ARTWORK	Y	306
13121		AR	ARTWORK	Y	306
13122		AR	ARTWORK	Y	375
13123		AR	ARTWORK	Y	195
13124		AR	ARTWORK	Y	195
13125		AR	ARTWORK	Y	540
13126		AR	ARTWORK	Y	540
13127		AR	ARTWORK	Y	405
13128		GA	GAME	Y	54
13129		GA	GAME	Y	69
13130		BK	BOOK	N	24
13131		AR	ARTWORK	Y	195
13132		AR	ARTWORK	Y	340
13133		AR	ARTWORK	Y	540
13134		AR	ARTWORK	Y	195
13135		AR	ARTWORK	Y	670
13136		AR	ARTWORK	Y	340
13137		AR	ARTWORK	Y	375
13138		AR	ARTWORK	Y	540
13139		AR	ARTWORK	Y	195
13140		AR	ARTWORK	Y	195
13141		AR	ARTWORK	Y	195
13142		AR	ARTWORK	Y	195
13143		AR	ARTWORK	Y	375
13144		AP	APPAREL	Y	23
13145		GA	GAME	Y	23
13146		AP	APPAREL	N	14
13147		AP	APPAREL	Y	14
13148		AP	APPAREL	Y	14
13149		AP	APPAREL	N	14
13150		AP	APPAREL	Y	14
13151		AP	APPAREL	N	14
13152		AP	APPAREL	N	14
13153		AP	APPAREL	Y	14
13154		AP	APPAREL	N	14
13155		AP	APPAREL	N	14
13156		AP	APPAREL	N	14
13157		AP	APPAREL	N	14
13158		AP	APPAREL	Y	14
13159		AP	APPAREL	N	14
13160		AP	APPAREL	N	14
13161		AP	APPAREL	Y	14
13162		AP	APPAREL	N	14
13163		AP	APPAREL	Y	14
13164		AP	APPAREL	N	14
13165		AP	APPAREL	N	14
13166		OC	OCCASION	Y	27
13167		OC	OCCASION	Y	25
